stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,tpis_name
4149,4149,Osborne / Telfair,,34.25185,-118.41291,,,,
4154,4154,Olympic / Western,,34.052517,-118.3088,,,,
4155,4155,Olympic / Normandie,,34.052505,-118.29974,,,,
4159,4159,Olympic / Vermont,,34.052364,-118.2914,,,,
4161,4161,Overhill / Slauson,,33.98909,-118.35393,,,,
4162,4162,Overhill / Northridge,,33.994057,-118.35529,,,,
4163,4163,Overhill / La Brea,,33.99696,-118.35764,,,,
4165,4165,Olympic / Alvarado,,34.051521,-118.27969,,,,
4169,4169,Olympic / Union,,34.048996,-118.27405,,,,
4170,4170,Olympic / Figueroa,,34.044788,-118.26383,,,,
4171,4171,Oxnard / Bellaire,,34.179325,-118.40954,,,,
4173,4173,Canoga / Oxnard,,34.178844,-118.5976,,,,
4174,4174,Oxnard / Cedros,,34.179501,-118.4529,,,,
4176,4176,Oxnard / Coldwater Canyon,,34.179325,-118.41394,,,,
4177,4177,Oxnard / Colfax,,34.179337,-118.38791,,,,
4178,4178,Oxnard / Ethel,,34.179321,-118.41776,,,,
4180,4180,Oxnard / Fulton,,34.179314,-118.42213,,,,
4181,4181,Oxnard / Hazeltine,,34.179314,-118.43964,,,,
4182,4182,Oxnard / Hillview Park,,34.179317,-118.42809,,,,
4184,4184,Oxnard / Laurel Canyon,,34.179333,-118.39613,,,,
4185,4185,Warner Center Transit Hub,,34.179779,-118.60139,,,,
4187,4187,Oxnard / Radford,,34.179337,-118.39226,,,,
4188,4188,Oxnard / Ranchito,,34.179317,-118.4357,,,,
4189,4189,Oxnard / St Clair,,34.179325,-118.39994,,,,
4190,4190,Topanga Canyon / Oxnard,,34.178917,-118.60541,,,,
4192,4192,Oxnard / Tyrone,,34.17931,-118.44451,,,,
4193,4193,Oxnard / Van Nuys,,34.179298,-118.44903,,,,
4196,4196,Oxnard / Whitsett,,34.179321,-118.40487,,,,
4197,4197,Oxnard / Woodman,,34.179317,-118.43086,,,,
4198,4198,Vernon / Santa Fe,,34.004093,-118.23056,,,,
4200,4200,Pacific / San Fernando,,34.137341,-118.26453,,,,
4201,4201,Pacific / RR-- Xing,,34.004063,-118.22778,,,,
4203,4203,Pacific / Fort Mac Arthur,,33.721619,-118.28782,,,,
4206,4206,Pacific / 55th,,33.993076,-118.22507,,,,
4207,4207,Pacific / 57th,,33.990963,-118.22506,,,,
4208,4208,Pacific / Belgrave,,33.987011,-118.22504,,,,
4209,4209,Pacific / Broadway,,33.966965,-118.22504,,,,
4211,4211,Pacific / 46th,,34.002106,-118.22523,,,,
4212,4212,Pacific / Florence,,33.975521,-118.22501,,,,
4213,4213,Pacific / Fruitland,,33.996201,-118.22507,,,,
4214,4214,Pacific / Gage,,33.982605,-118.22502,,,,
4215,4215,Pacific / Grand,,33.96904,-118.22504,,,,
4216,4216,Pacific / Leonis,,34.000294,-118.22509,,,,
4217,4217,Pacific / Live Oak,,33.971943,-118.22506,,,,
4218,4218,Pacific / Randolph,,33.985203,-118.22504,,,,
4219,4219,Olympic / Figueroa,,34.045185,-118.26416,,,,
4220,4220,Pacific / Saturn,,33.978092,-118.22501,,,,
4222,4222,Pacific / Slauson,,33.989002,-118.22504,,,,
4223,4223,Pacific / Zoe,,33.980457,-118.22501,,,,
4224,4224,16321 Pacific Coast Highway,,34.038265,-118.54089,,,,
4225,4225,22726 Pacific Coast Highway,,34.039314,-118.67024,,,,
4226,4226,Pacific Coast Highway / Bel Air Bay Club,,34.039787,-118.54639,,,,
4227,4227,Pacific Coast Highway / Big Rock,,34.037407,-118.60798,,,,
4229,4229,Pacific Coast Highway / Getty Villa,,34.041744,-118.56783,,,,
4230,4230,Pacific Coast Highway / Corral Creek Bridge,,34.033272,-118.73371,,,,
4231,4231,22506 Pacific Coast Highway,,34.039505,-118.66515,,,,
4232,4232,Pacific Coast Highway / Heathercliff,,34.022049,-118.80847,,,,
4233,4233,Pacific Coast Highway / John Tyler,,34.034149,-118.70973,,,,
4234,4234,Pacific Coast Highway / Kanan Dume,,34.021366,-118.80242,,,,
4236,4236,Pacific Coast Highway / Malibu Cove Colony,,34.025692,-118.76546,,,,
4237,4237,Pacific Coast Highway / Malibu Pier,,34.037727,-118.67587,,,,
4238,4238,Pacific Coast Highway / Moonshadows Rest,,34.037655,-118.61948,,,,
4239,4239,Pacific Coast Highway / Morning View,,34.020065,-118.82786,,,,
4240,4240,Pacific Coast Highway / Normandie,,33.789936,-118.29711,,,,
4241,4241,Pacific Coast Highway / Paradise Cove,,34.023903,-118.78686,,,,
4242,4242,Pacific Coast Highway / Porto Marina,,34.039982,-118.56053,,,,
4243,4243,Pacific Coast Highway / Rambla Pacifico,,34.0369,-118.63702,,,,
4244,4244,Pacific Coast Highway / Rambla Vista,,34.038193,-118.64798,,,,
4245,4245,Pacific Coast Highway / Getty Villa,,34.041992,-118.56778,,,,
4246,4246,Pacific Coast Highway / Temescal Canyon,,34.03582,-118.53596,,,,
4247,4247,Pacific Coast Highway / Topanga Canyon,,34.039993,-118.57941,,,,
4248,4248,Pacific Coast Highway / Tuna Canyon,,34.03933,-118.58932,,,,
4251,4251,Pacific Coast Highway / Zumirez,,34.020439,-118.79575,,,,
4252,4252,Olympic / Normandie,,34.052761,-118.30024,,,,
4253,4253,Olympic / Western,,34.052776,-118.3093,,,,
4254,4254,Olympic / Crenshaw,,34.054882,-118.32359,,,,
4255,4255,Avenue 26 / Figueroa,,34.084023,-118.22275,,,,
4261,4261,Palos Verdes / Barkentine,,33.74559,-118.38662,,,,
4262,4262,Palos Verdes / Seacove,,33.744781,-118.3839,,,,
4264,4264,Paramount / Somerset,,33.896217,-118.16026,,,,
4265,4265,Paramount / 3rd,,33.899281,-118.15997,,,,
4266,4266,Paramount / 5th,,33.946457,-118.13502,,,,
4267,4267,Paramount / 7th,,33.948242,-118.1337,,,,
4268,4268,Paramount / Adams,,33.895042,-118.15994,,,,
4269,4269,Paramount / Alameda,,33.930176,-118.14713,,,,
4271,4271,Paramount / Arroyo,,34.041477,-118.09203,,,,
4272,4272,Paramount / Brookmill,,33.938,-118.14122,,,,
4273,4273,Paramount / Candlewood,,33.854019,-118.15968,,,,
4274,4274,Paramount / Carron,,33.989033,-118.10244,,,,
4275,4275,Paramount / South Somerset Ranch,,33.910366,-118.16006,,,,
4276,4276,Paramount / 70th,,33.881824,-118.16017,,,,
4277,4277,Paramount / Farm,,33.950893,-118.13177,,,,
4279,4279,Paramount / Firestone,,33.942825,-118.13768,,,,
4281,4281,Paramount / Florence,,33.953327,-118.13,,,,
4282,4282,Paramount / Gallatin,,33.962357,-118.12312,,,,
4283,4283,Paramount / Gardendale,,33.917149,-118.15701,,,,
4285,4285,Paramount / Hill,,34.044304,-118.09069,,,,
4286,4286,Paramount / Howe,,33.907112,-118.16005,,,,
4287,4287,Paramount / Loch Lomond,,33.999298,-118.09092,,,,
4288,4288,Paramount / Madison,,33.890957,-118.15993,,,,
4289,4289,Paramount / Main,,33.914753,-118.15862,,,,
4290,4290,Paramount / Maris,,33.992744,-118.09715,,,,
4291,4291,Paramount / Maxine,,33.969303,-118.11378,,,,
4293,4293,Paramount / Market Place,,34.037331,-118.09315,,,,
4294,4294,Paramount / Phlox,,33.940308,-118.13952,,,,
4295,4295,Paramount / Quill,,33.927052,-118.14988,,,,
4296,4296,Paramount / Rex,,33.981789,-118.10889,,,,
4297,4297,Paramount / Rosecrans,,33.903435,-118.16001,,,,
4298,4298,Rosecrans / Paramount,,33.903572,-118.16045,,,,
4299,4299,Paramount / Slauson,,33.972824,-118.11321,,,,
4302,4302,Paramount / Stewart and Gray,,33.934906,-118.14351,,,,
4303,4303,Paramount / Stewart and Gray,,33.934696,-118.14403,,,,
4304,4304,Paramount / Suva,,33.960075,-118.12524,,,,
4305,4305,Paramount / Telegraph,,33.967194,-118.11537,,,,
4306,4306,Paramount / Maris,,33.992905,-118.09737,,,,
4307,4307,Paramount / Vista Del Rosa,,33.965916,-118.11734,,,,
4309,4309,Paramount / Washington,,33.987724,-118.10481,,,,
4310,4310,Paramount / Whittier,,34.003098,-118.08857,,,,
4311,4311,Park Granada / Calabasas,,34.155769,-118.64285,,,,
4312,4312,Park Granada / Parkway Calabasas,,34.149498,-118.64706,,,,
4314,4314,Parkway Calabasas / Calabasas,,34.151947,-118.65128,,,,
4320,4320,Paramount / Somerset,,33.896629,-118.15995,,,,
4321,4321,Pasadena / Arroyo,,34.112293,-118.17166,,,,
4327,4327,Pasadena / El Centro,,34.11385,-118.16765,,,,
4328,4328,Pasadena / Hawthorne,,34.112255,-118.16903,,,,
4329,4329,Pasadena / Mission,,34.11549,-118.16623,,,,
4330,4330,Broadway / Pasadena,,34.072113,-118.22385,,,,
4331,4331,Pasadena / Sycamore,,34.111889,-118.17458,,,,
4332,4332,Paseo Del Mar / Meyler,,33.711246,-118.30164,,,,
4336,4336,Balboa / Midwood,,34.287029,-118.50222,,,,
4348,4348,Glenoaks / Paxton,,34.279522,-118.41766,,,,
4356,4356,Pennsylvania / Altura,,34.225346,-118.24857,,,,
4360,4360,Pershing / Rees,,33.95929,-118.44423,,,,
4371,4371,Pioneer / 163rd,,33.883533,-118.08252,,,,
4372,4372,Pioneer / 166th,,33.880516,-118.0825,,,,
4373,4373,Pioneer / 168th,,33.877869,-118.08247,,,,
4374,4374,Pioneer / 178th,,33.869526,-118.08239,,,,
4375,4375,Pioneer / 183rd,,33.865887,-118.08234,,,,
4377,4377,Pioneer / 195th,,33.853504,-118.08217,,,,
4378,4378,Pioneer / Alondra,,33.887356,-118.08257,,,,
4379,4379,Pioneer / Artesia,,33.872784,-118.08241,,,,
4380,4380,Pioneer / Cheshire,,33.890175,-118.0826,,,,
4381,4381,Pioneer / Del Amo,,33.845852,-118.08208,,,,
4382,4382,Pioneer / Excelsior,,33.894699,-118.08264,,,,
4383,4383,Pioneer / Firestone,,33.912437,-118.08192,,,,
4384,4384,Pioneer / Foster,,33.910168,-118.0823,,,,
4385,4385,Pioneer / Imperial,,33.91684,-118.08193,,,,
4387,4387,Pioneer / Mapledale,,33.898655,-118.08269,,,,
4388,4388,Pioneer / Orange,,33.90527,-118.08277,,,,
4389,4389,Pioneer / South,,33.858223,-118.08222,,,,
4390,4390,Corbin / Plummer,,34.242474,-118.56245,,,,
4391,4391,Plummer / Oakdale,,34.24287,-118.56673,,,,
4392,4392,Plummer / Oso,,34.242878,-118.57522,,,,
4395,4395,Plummer / Winnetka,,34.242867,-118.57098,,,,
4399,4399,Prairie / 161st,,33.884449,-118.34367,,,,
4400,4400,Prairie / 164th,,33.881775,-118.34366,,,,
4402,4402,Prairie / Arbor Vitae,,33.953007,-118.34378,,,,
4404,4404,Prairie / Broadway,,33.919983,-118.34368,,,,
4405,4405,Prairie / 118th,,33.926853,-118.34373,,,,
4406,4406,Prairie / 132nd,,33.912964,-118.34371,,,,
4407,4407,Prairie / 135th,,33.908909,-118.34371,,,,
4408,4408,Prairie / 139th,,33.905285,-118.3437,,,,
4409,4409,Prairie / 147th,,33.898575,-118.34369,,,,
4410,4410,Prairie / Artesia,,33.872982,-118.34396,,,,
4411,4411,Prairie / El Segundo,,33.916714,-118.34372,,,,
4412,4412,Prairie / Imperial,,33.930752,-118.34374,,,,
4413,4413,Prairie / Manhattan Beach,,33.88768,-118.34368,,,,
4415,4415,Prairie / Marine,,33.894936,-118.34368,,,,
4416,4416,Prairie / Redondo Beach,,33.877834,-118.34367,,,,
4417,4417,Harding / Eldridge,,34.308514,-118.41344,,,,
4418,4418,Prairie / Rosecrans,,33.901642,-118.34369,,,,
4419,4419,Prairie / 154th,,33.891312,-118.34367,,,,
4422,4422,Balboa / Chatsworth,,34.265049,-118.50242,,,,
4424,4424,Beverly / Dayton,,34.068832,-118.40062,,,,
4427,4427,Ramona / Centre Plaza,,34.060619,-118.16804,,,,
4438,4438,Ramona / Lexington,,34.072098,-118.04012,,,,
4447,4447,Ramona / Santa Anita,,34.07188,-118.04139,,,,
4453,4453,Ramona / Central,,34.087837,-118.10761,,,,
4454,4454,Ramona / Wells,,34.08461,-118.10775,,,,
4456,4456,Marine / RR-Xing,,33.894737,-118.36904,,,,
4457,4457,Marine / Redondo Beach Station,,33.894535,-118.36989,,,,
4459,4459,Beverly / Brighton,,34.070072,-118.40224,,,,
4460,4460,Reseda / Nordhoff,,34.235222,-118.53624,,,,
4461,4461,Reseda / Sherman Way,,34.201344,-118.53619,,,,
4463,4463,Reseda / Chase,,34.224747,-118.53625,,,,
4464,4464,Reseda / Erwin,,34.184032,-118.53618,,,,
4465,4465,Reseda / Hart,,34.197807,-118.5362,,,,
4466,4466,Reseda / Hatteras,,34.177212,-118.53616,,,,
4467,4467,Reseda / Ingomar,,34.212166,-118.53622,,,,
4468,4468,Reseda / Kittridge,,34.190502,-118.53617,,,,
4469,4469,Reseda / Lassen,,34.25016,-118.53624,,,,
4471,4471,Reseda / G Line (Orange),,34.18018,-118.53617,,,,
4473,4473,Reseda / Plummer,,34.242489,-118.53624,,,,
4474,4474,Reseda / Prairie,,34.23885,-118.53624,,,,
4475,4475,Reseda / Rayen,,34.232033,-118.53622,,,,
4476,4476,Reseda / Roscoe,,34.220455,-118.53623,,,,
4477,4477,Reseda / Saticoy,,34.208126,-118.5362,,,,
4478,4478,Reseda / Strathern,,34.215794,-118.53622,,,,
4479,4479,Reseda / Superior,,34.246525,-118.53625,,,,
4480,4480,Reseda / Valerio,,34.204906,-118.5362,,,,
4481,4481,Reseda / Vanowen,,34.193584,-118.5362,,,,
4482,4482,Reseda / Ventura,,34.169086,-118.53587,,,,
4483,4483,Reseda / Ventura Fwy,,34.173832,-118.53615,,,,
4484,4484,Reseda / Victory,,34.186333,-118.53619,,,,
4485,4485,Paul Revere Junior High,,34.054813,-118.49555,,,,
4486,4486,Mission / Richmond,,34.058804,-118.21642,,,,
4487,4487,Rinaldi / Gothic,,34.279083,-118.48878,,,,
4488,4488,Rinaldi / Hayvenhurst,,34.279114,-118.49356,,,,
4489,4489,Terra Bella / Eldridge,,34.282047,-118.38595,,,,
4491,4491,Rinaldi / Ruffner,,34.279133,-118.49744,,,,
4494,4494,Rinaldi / Woodley,,34.279308,-118.48498,,,,
4499,4499,Riverside / Allesandro,,34.099701,-118.25024,,,,
4500,4500,Riverside / Cahuenga,,34.152317,-118.36129,,,,
4502,4502,Riverside / Fletcher,,34.105885,-118.25632,,,,
4503,4503,Riverside / Forman,,34.1521,-118.3529,,,,
4504,4504,Riverside / Gilroy,,34.104332,-118.25323,,,,
4505,4505,Riverside / Lankershim,,34.15218,-118.36646,,,,
4506,4506,Los Feliz / Griffith Park,,34.117496,-118.27181,,,,
4507,4507,Riverside / Mariota,,34.152107,-118.3503,,,,
4508,4508,Riverside / Ledge,,34.152336,-118.35692,,,,
4509,4509,Riverside / Rose,,34.152107,-118.34663,,,,
4510,4510,Riverside / Gleneden,,34.102276,-118.25125,,,,
4511,4511,Rives / Imperial,,33.926449,-118.15607,,,,
4512,4512,Roadside / Cornell,,34.14492,-118.75577,,,,
4513,4513,Roadside / Lewis,,34.142666,-118.74313,,,,
4514,4514,Robertson / Pico,,34.05505,-118.38354,,,,
4516,4516,Pioneer / Rosecrans,,33.901531,-118.08271,,,,
4518,4518,Obama / Cloverdale,,34.021679,-118.36063,,,,
4523,4523,Obama / Hauser,,34.021706,-118.36619,,,,
4525,4525,Obama / La Brea,,34.021671,-118.35611,,,,
4526,4526,Obama / La Cienega,,34.021828,-118.3721,,,,
4527,4527,Obama / Sutro,,34.018597,-118.32336,,,,
4528,4528,119th / Willowbrook,,33.924721,-118.2367,,,,
4531,4531,Roscoe / Canoga,,34.219669,-118.59787,,,,
4533,4533,Roscoe / Noble,,34.22134,-118.46131,,,,
4534,4534,Roscoe / Sparton,,34.22155,-118.42532,,,,
4536,4536,Roscoe / Woodman,,34.221546,-118.43243,,,,
4537,4537,Roscoe / Canterbury,,34.221542,-118.41747,,,,
4538,4538,Roscoe / Coldwater Canyon,,34.221546,-118.41457,,,,
4539,4539,Roscoe / Corbin,,34.220219,-118.56244,,,,
4540,4540,Roscoe / De Soto,,34.21981,-118.58867,,,,
4541,4541,Roscoe / Encino,,34.220936,-118.51392,,,,
4542,4542,Roscoe / Etiwanda,,34.220673,-118.53189,,,,
4543,4543,Roscoe / Farralone,,34.219471,-118.61049,,,,
4544,4544,Roscoe / Haskell,,34.22126,-118.47662,,,,
4545,4545,Roscoe / Gothic,,34.221176,-118.48923,,,,
4547,4547,Roscoe / Hayvenhurst,,34.221157,-118.49227,,,,
4548,4548,Roscoe / Hazeltine,,34.2215,-118.44061,,,,
4549,4549,Roscoe / Irondale,,34.219875,-118.58434,,,,
4550,4550,Roscoe / Laurel Canyon,,34.221523,-118.39667,,,,
4551,4551,Laurel Canyon / Roscoe,,34.22192,-118.39634,,,,
4553,4553,Laurel Canyon / Roscoe,,34.221378,-118.39665,,,,
4554,4554,Roscoe / Lindley,,34.220749,-118.52702,,,,
4555,4555,Roscoe / Louise,,34.220997,-118.50954,,,,
4556,4556,Roscoe / Mason,,34.219944,-118.57993,,,,
4557,4557,Roscoe / Nagle,,34.221546,-118.42237,,,,
4559,4559,Roscoe / Oakdale,,34.220154,-118.56683,,,,
4560,4560,Roscoe / Oso,,34.220013,-118.57557,,,,
4561,4561,Roscoe / Owensmouth,,34.219604,-118.60178,,,,
4563,4563,Roscoe / Reseda,,34.220852,-118.53642,,,,
4564,4564,Roscoe / Reseda,,34.220612,-118.53574,,,,
4565,4565,Roscoe / Sale,,34.219334,-118.61924,,,,
4566,4566,Roscoe / Orion,,34.221272,-118.47174,,,,
4567,4567,Roscoe / Sepulveda,,34.221291,-118.46788,,,,
4568,4568,Roscoe / Shirley,,34.220287,-118.5576,,,,
4569,4569,Roscoe / Shoup,,34.219398,-118.61489,,,,
4570,4570,Roscoe / St Clair,,34.221531,-118.39996,,,,
4571,4571,Roscoe / Tampa,,34.220356,-118.55323,,,,
4572,4572,Roscoe / Tobias,,34.22139,-118.45181,,,,
4573,4573,Roscoe / Topanga Canyon,,34.21954,-118.60566,,,,
4574,4574,Adams / Normandie,,34.032837,-118.30074,,,,
4575,4575,Roscoe / Van Nuys,,34.221424,-118.44842,,,,
4576,4576,Roscoe / Vanalden,,34.220421,-118.54884,,,,
4577,4577,Roscoe / Variel,,34.219746,-118.59303,,,,
4578,4578,Roscoe / Ventura Canyon,,34.221546,-118.429,,,,
4579,4579,Roscoe / Wakefield,,34.221497,-118.44357,,,,
4581,4581,Roscoe / White Oak,,34.220875,-118.51878,,,,
4583,4583,Roscoe / Whitsett,,34.221535,-118.40491,,,,
4584,4584,Roscoe / Wilbur,,34.220478,-118.54499,,,,
4585,4585,Roscoe / Willis,,34.221375,-118.45545,,,,
4586,4586,Roscoe / Amestoy,,34.221046,-118.50569,,,,
4587,4587,Roscoe / Winnetka,,34.220089,-118.5707,,,,
4588,4588,Roscoe / Woodley,,34.221214,-118.48334,,,,
4589,4589,Riverside / Allesandro,,34.100075,-118.25013,,,,
4590,4590,Roscoe / Yolanda,,34.220547,-118.54061,,,,
4591,4591,Roscoe / Zelzah,,34.220798,-118.52315,,,,
4593,4593,Rosecrans / Bloomfield,,33.902229,-118.06416,,,,
4594,4594,Rosecrans / Clarkdale,,33.902088,-118.07954,,,,
4595,4595,Rosecrans / Dinard,,33.902302,-118.05106,,,,
4596,4596,Rosecrans / Grayland,,33.902115,-118.07607,,,,
4597,4597,Rosecrans / Greenstone,,33.902264,-118.05741,,,,
4598,4598,Rosecrans / Helwig,,33.90213,-118.06927,,,,
4599,4599,Rosecrans / Norwalk,,33.90213,-118.07264,,,,
4600,4600,Rosecrans / Pioneer,,33.902069,-118.08223,,,,
4604,4604,Rosemead / Sereno,,34.095985,-118.07326,,,,
4605,4605,Rosemead / Broadway,,34.099312,-118.0733,,,,
4606,4606,Rosemead / Garvey,,34.062901,-118.06567,,,,
4607,4607,Rosemead / Emperor,,34.117165,-118.07299,,,,
4608,4608,Rosemead / Garibaldi,,34.1092,-118.07345,,,,
4609,4609,Rosemead / Hermosa,,34.10619,-118.0734,,,,
4611,4611,Rosemead / Lower Azusa,,34.087448,-118.07317,,,,
4612,4612,Rosemead / Marshall,,34.075356,-118.0732,,,,
4613,4613,Century Park West / Solar,,34.055546,-118.41806,,,,
4614,4614,Rosemead / Mission,,34.084129,-118.0731,,,,
4615,4615,Rosemead / Pentland,,34.093655,-118.07323,,,,
4616,4616,Rosemead / Ralph,,34.077431,-118.07323,,,,
4617,4617,Rosemead / Valley,,34.080975,-118.07333,,,,
4621,4621,Roxford / Borden,,34.320889,-118.46075,,,,
4622,4622,Roxford / Bradley,,34.313206,-118.46939,,,,
4623,4623,Roxford / Glenoaks,,34.318535,-118.46339,,,,
4624,4624,Roxford / Herrick,,34.315598,-118.4667,,,,
4625,4625,Rush / Angelus,,34.051785,-118.08698,,,,
4627,4627,Rush / Central,,34.051743,-118.04675,,,,
4628,4628,Rush / Chico,,34.05172,-118.06016,,,,
4632,4632,Rush / Merced,,34.051735,-118.05147,,,,
4633,4633,Rush / Rosemead,,34.051708,-118.06403,,,,
4634,4634,Rush / Potrero,,34.051727,-118.05582,,,,
4635,4635,Empire / Valpreda,,34.191708,-118.33271,,,,
4636,4636,Rush / Santa Anita,,34.051758,-118.04263,,,,
4637,4637,Tyler / Rush,,34.051765,-118.03654,,,,
4639,4639,Ikea / Angeleno,,34.178688,-118.30874,,,,
4642,4642,1st / Olive,,34.179634,-118.30978,,,,
4643,4643,Ikea / Tujunga,,34.178165,-118.30778,,,,
4644,4644,3rd / Angeleno,,34.181671,-118.30676,,,,
4645,4645,3rd / Tujunga,,34.180817,-118.30563,,,,
4646,4646,Oxnard / Kester,,34.179504,-118.4571,,,,
4652,4652,Figueroa / Pico,,34.040466,-118.26797,,,,
4653,4653,Hoover / Alvarado,,34.045609,-118.28408,,,,
4654,4654,Alvarado / Valley,,34.064636,-118.27145,,,,
4655,4655,Alvarado / 11th,,34.050095,-118.28071,,,,
4656,4656,Alvarado / 12th,,34.048611,-118.28165,,,,
4657,4657,Alvarado / 3rd,,34.062729,-118.27267,,,,
4658,4658,Alvarado / 6th,,34.059303,-118.27484,,,,
4659,4659,Alvarado / 7th,,34.056274,-118.27676,,,,
4660,4660,Alvarado / 8th,,34.054653,-118.27779,,,,
4661,4661,Alvarado / James M Wood,,34.053204,-118.27872,,,,
4662,4662,Alvarado / Maryland,,34.061058,-118.27373,,,,
4663,4663,Alvarado / Olympic,,34.051498,-118.27981,,,,
4664,4664,Alvarado / Pico,,34.047031,-118.28266,,,,
4666,4666,Arizona / 6th,,34.026741,-118.16536,,,,
4667,4667,Arizona / Olympic,,34.018154,-118.16821,,,,
4668,4668,Arizona / Eagle,,34.029022,-118.16467,,,,
4669,4669,Arizona / Hubbard,,34.024464,-118.16608,,,,
4670,4670,Arizona / Verona,,34.020515,-118.16754,,,,
4671,4671,Arizona / Whittier,,34.022636,-118.16686,,,,
4673,4673,Raymond / Del Mar,,34.141582,-118.14875,,,,
4674,4674,Artesia / Santa Fe,,33.874119,-118.21405,,,,
4675,4675,Flower / Olympic,,34.044216,-118.26308,,,,
4676,4676,Pioneer / 163rd,,33.883808,-118.08221,,,,
4677,4677,Atlantic / Alondra,,33.889057,-118.19275,,,,
4678,4678,Atlantic / Compton,,33.896408,-118.19326,,,,
4679,4679,Atlantic / Myrrh,,33.892738,-118.19301,,,,
4680,4680,Atlantic / Rosecrans,,33.903866,-118.19381,,,,
4681,4681,Atlantic / San Vincente,,33.899338,-118.19347,,,,
4682,4682,Atlantic / Brightwood,,34.042568,-118.14127,,,,
4683,4683,Atlantic / Cadiz,,34.051308,-118.13764,,,,
4685,4685,Atlantic / 4th,,34.029648,-118.15432,,,,
4688,4688,Atlantic / Olympic,,34.016525,-118.15829,,,,
4689,4689,Atlantic / Washington,,34.003178,-118.16724,,,,
4690,4690,Venice / Magnolia,,34.044388,-118.28653,,,,
4691,4691,Atlantic / Eagle,,34.026993,-118.15511,,,,
4692,4692,Atlantic / El Portal,,34.053864,-118.1361,,,,
4693,4693,Atlantic / Everington,,34.007221,-118.16128,,,,
4694,4694,Atlantic / Goodrich,,34.011688,-118.15903,,,,
4696,4696,Atlantic / Jardine,,34.004963,-118.1646,,,,
4697,4697,Atlantic / Sevilla,,34.048859,-118.13911,,,,
4699,4699,Atlantic / Commonwealth,,34.087254,-118.13473,,,,
4700,4700,Atlantic / Commonwealth,,34.087803,-118.13443,,,,
4701,4701,Atlantic / El Repetto,,34.046707,-118.14007,,,,
4702,4702,Atlantic / Floral,,34.039425,-118.14317,,,,
4703,4703,Venice / Toberman,,34.041393,-118.27902,,,,
4704,4704,Atlantic / Garvey,,34.062737,-118.13406,,,,
4705,4705,Atlantic / Glendon,,34.074211,-118.13431,,,,
4706,4706,Atlantic / Harding,,34.056255,-118.13467,,,,
4707,4707,Atlantic / Main,,34.091866,-118.13448,,,,
4708,4708,Atlantic / Mission,,34.085072,-118.13441,,,,
4709,4709,Atlantic / Newmark,,34.059635,-118.13347,,,,
4711,4711,Atlantic / Riggin,,34.037567,-118.14606,,,,
4712,4712,Atlantic / San Marino,,34.082985,-118.13439,,,,
4713,4713,San Pedro / Imperial,,33.930634,-118.26968,,,,
4714,4714,Atlantic / Valley,,34.077713,-118.13435,,,,
4715,4715,Atlantic / Whittier,,34.020523,-118.15708,,,,
4716,4716,Melrose / Western,,34.083397,-118.3088,,,,
4717,4717,Avalon / 46th,,34.001743,-118.26537,,,,
4719,4719,Temple / Alvarado,,34.070103,-118.26793,,,,
4723,4723,Temple / Bonnie Brae,,34.069611,-118.26559,,,,
4724,4724,Temple / Park View,,34.071774,-118.27211,,,,
4726,4726,Beverly / Charleville,,34.064869,-118.39893,,,,
4727,4727,Beverly / Gregory,,34.062096,-118.39895,,,,
4728,4728,Beverly / Olympic,,34.059944,-118.39864,,,,
4729,4729,Beverly / Pico,,34.05555,-118.39545,,,,
4731,4731,Pico / Beverwil,,34.054901,-118.39879,,,,
4733,4733,Van Nuys / Vose,,34.198353,-118.44884,,,,
4735,4735,Bixel / Maryland,,34.055931,-118.26089,,,,
4736,4736,7th / Boyle,,34.03339,-118.2198,,,,
4737,4737,Boyle / 8th,,34.028851,-118.22047,,,,
4738,4738,Victory / Magnolia,,34.177757,-118.31832,,,,
4739,4739,Brand / Arleta,,34.27179,-118.45616,,,,
4740,4740,Brand / Broadway,,34.146011,-118.25515,,,,
4741,4741,Brand / Celis,,34.280781,-118.44078,,,,
4742,4742,Brand / Columbus,,34.271744,-118.46297,,,,
4743,4743,Brand / Chevy Chase,,34.133801,-118.25477,,,,
4744,4744,Brand / Colorado,,34.142365,-118.25514,,,,
4745,4745,Brand / Eulalia,,34.126858,-118.25474,,,,
4746,4746,Brand / Garfield,,34.135685,-118.25479,,,,
4747,4747,Brand / Colorado,,34.142857,-118.25483,,,,
4748,4748,Brand / Lomita,,34.140881,-118.25482,,,,
4749,4749,Brand / Los Feliz,,34.128811,-118.25504,,,,
4750,4750,Brand / Hollister,,34.279343,-118.4427,,,,
4751,4751,Magnolia / Victory,,34.177437,-118.31797,,,,
4752,4752,Brand / O'Melveny,,34.276791,-118.44621,,,,
4753,4753,Brand / San Fernando,,34.123608,-118.25506,,,,
4756,4756,Broadway / Venice,,34.03397,-118.26354,,,,
4758,4758,Broadway / 104th,,33.941734,-118.27795,,,,
4760,4760,Broadway / 108th,,33.938087,-118.27795,,,,
4761,4761,Broadway / 110th,,33.935448,-118.27795,,,,
4763,4763,Roscoe / Ranchito,,34.221519,-118.43647,,,,
4764,4764,Broadway / 118th,,33.926201,-118.27838,,,,
4765,4765,Broadway / 120th,,33.923126,-118.27809,,,,
