activity_year,census_tract,manufactured_home_secured_proper,manufactured_home_land_property_,race,age,white_pop,census_income,loan_outcome,FIPS
2018,6037104108,2,3,3,3,4.3300018,57.518997,3,06037104108
2018,6037104108,2,3,3,3,4.3300018,57.518997,3,06037104108
2018,6037104108,2,3,3,3,4.3300018,57.518997,2,06037104108
2018,6037104204,2,3,3,2,11.57,50.589001,3,06037104204
2018,6037104204,2,3,3,4,11.57,50.589001,3,06037104204
2018,6037104204,2,3,3,3,11.57,50.589001,2,06037104204
2018,6037104204,2,3,3,5,11.57,50.589001,3,06037104204
2018,6037104320,2,3,3,2,2.8899994,49.202999,3,06037104320
2018,6037104320,2,3,3,2,2.8899994,49.202999,3,06037104320
2018,6037104610,2,3,3,3,1.2099991,56.132999,3,06037104610
2018,6037104703,2,3,3,5,2.4700012,42.966,3,06037104703
2018,6037104703,2,3,3,5,2.4700012,42.966,3,06037104703
2018,6037104704,2,3,3,4,4.9300003,47.124001,3,06037104704
2018,6037104704,2,3,1,3,4.9300003,47.124001,2,06037104704
2018,6037104704,2,3,3,4,4.9300003,47.124001,3,06037104704
2018,6037104704,2,3,3,3,4.9300003,47.124001,2,06037104704
2018,6037104704,2,3,3,2,4.9300003,47.124001,3,06037104704
2018,6037106111,2,3,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,2,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,3,06037106111
2018,6037106111,1,2,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,1,6,21.989998,75.537003,2,06037106111
2018,6037106111,2,4,4,4,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,1,6,21.989998,75.537003,3,06037106111
2018,6037106111,1,1,3,3,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,1,5,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,1,4,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,4,21.989998,75.537003,1,06037106111
2018,6037106111,1,1,1,5,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,4,4,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,4,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,1,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,2,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,4,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,1,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,2,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,1,4,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,2,21.989998,75.537003,3,06037106111
2018,6037106111,2,3,3,3,21.989998,75.537003,2,06037106111
2018,6037106111,2,3,3,5,21.989998,75.537003,3,06037106111
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,7,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,5,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,4,5,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,6,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,2,5,20.019997,85.238998,1,06037106406
2018,6037106406,2,3,3,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,1,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,6,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,4,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,4,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,1,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,3,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,4,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,2,06037106406
2018,6037106406,2,3,3,2,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,3,20.019997,85.238998,3,06037106406
2018,6037106406,1,1,2,5,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,3,5,20.019997,85.238998,3,06037106406
2018,6037106406,2,3,1,5,20.019997,85.238998,2,06037106406
2018,6037106510,2,3,3,2,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,1,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,2,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,6,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,6,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,2,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,3,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,1,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,3,06037106510
2018,6037106510,2,2,3,3,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,5,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,2,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,6,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,2,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,4,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,1,18.75,94.248001,3,06037106510
2018,6037106510,2,3,3,3,18.75,94.248001,3,06037106510
2018,6037106510,2,2,1,5,18.75,94.248001,2,06037106510
2018,6037106510,2,3,3,5,18.75,94.248001,3,06037106510
2018,6037106520,2,3,3,2,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,2,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,2,11.43,69.300003,2,06037106520
2018,6037106520,2,3,3,3,11.43,69.300003,2,06037106520
2018,6037106520,2,3,3,4,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,2,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,4,11.43,69.300003,2,06037106520
2018,6037106520,2,3,3,4,11.43,69.300003,3,06037106520
2018,6037106520,1,1,2,5,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,4,11.43,69.300003,3,06037106520
2018,6037106520,2,3,3,6,11.43,69.300003,2,06037106520
2018,6037106520,2,3,3,2,11.43,69.300003,2,06037106520
2018,6037106520,2,3,3,4,11.43,69.300003,2,06037106520
2018,6037106604,2,3,3,4,10.93,61.676998,3,06037106604
2018,6037106648,2,3,3,2,2.3799973,37.422001,2,06037106648
2018,6037106648,2,3,3,4,2.3799973,37.422001,2,06037106648
2018,6037109100,2,3,1,5,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,5,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,5,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,6,25.889999,80.388,2,06037109100
2018,6037109100,2,3,1,6,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,5,25.889999,80.388,3,06037109100
2018,6037109100,2,3,1,4,25.889999,80.388,1,06037109100
2018,6037109100,2,3,1,4,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,5,25.889999,80.388,3,06037109100
2018,6037109100,2,3,3,4,25.889999,80.388,3,06037109100
2018,6037109100,2,3,1,6,25.889999,80.388,3,06037109100
2018,6037109100,2,3,2,4,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,4,25.889999,80.388,3,06037109100
2018,6037109100,2,3,1,7,25.889999,80.388,2,06037109100
2018,6037109100,2,3,3,4,25.889999,80.388,3,06037109100
2018,6037109400,2,3,1,7,13.919998,70.685997,2,06037109400
2018,6037109400,2,3,3,3,13.919998,70.685997,3,06037109400
2018,6037109400,2,3,3,6,13.919998,70.685997,3,06037109400
2018,6037109400,2,3,1,5,13.919998,70.685997,3,06037109400
2018,6037113211,2,3,1,5,59.830002,124.047,2,06037113211
2018,6037113211,2,3,3,2,59.830002,124.047,2,06037113211
2018,6037113233,2,3,1,5,19.459999,47.124001,3,06037113233
2018,6037113233,2,3,1,2,19.459999,47.124001,3,06037113233
2018,6037113233,2,3,1,5,19.459999,47.124001,3,06037113233
2018,6037113233,2,3,1,5,19.459999,47.124001,2,06037113233
2018,6037113233,2,3,1,6,19.459999,47.124001,2,06037113233
2018,6037113233,2,3,1,5,19.459999,47.124001,2,06037113233
2018,6037113233,2,3,1,1,19.459999,47.124001,3,06037113233
2018,6037113234,2,3,1,5,24.93,55.440002,3,06037113234
2018,6037113234,2,3,1,5,24.93,55.440002,3,06037113234
2018,6037113234,2,3,3,6,24.93,55.440002,2,06037113234
2018,6037113234,2,3,3,6,24.93,55.440002,3,06037113234
2018,6037113234,2,1,1,6,24.93,55.440002,3,06037113234
2018,6037113234,2,3,1,5,24.93,55.440002,3,06037113234
2018,6037113234,2,3,1,7,24.93,55.440002,1,06037113234
2018,6037113234,2,3,1,7,24.93,55.440002,2,06037113234
2018,6037113235,2,3,3,3,62.43,68.607002,3,06037113235
2018,6037113235,2,3,1,5,62.43,68.607002,3,06037113235
2018,6037113235,2,3,3,3,62.43,68.607002,3,06037113235
2018,6037113237,2,3,1,6,48.66,103.95,2,06037113237
2018,6037113237,2,3,2,6,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,6,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,3,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,2,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,2,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,2,06037113237
2018,6037113237,2,3,3,3,48.66,103.95,2,06037113237
2018,6037113237,2,3,3,3,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,3,06037113237
2018,6037113237,2,3,3,3,48.66,103.95,2,06037113237
2018,6037113237,2,3,2,6,48.66,103.95,3,06037113237
2018,6037113237,2,3,1,5,48.66,103.95,2,06037113237
2018,6037113303,2,3,1,4,45.84,103.257,3,06037113303
2018,6037113303,2,3,1,7,45.84,103.257,2,06037113303
2018,6037113303,2,3,4,5,45.84,103.257,2,06037113303
2018,6037113303,2,3,3,4,45.84,103.257,2,06037113303
2018,6037113422,2,4,1,2,23.059998,73.457993,2,06037113422
2018,6037115301,2,3,1,6,51.41,94.941002,2,06037115301
2018,6037115301,2,3,1,6,51.41,94.941002,2,06037115301
2018,6037115301,2,3,1,5,51.41,94.941002,2,06037115301
2018,6037115301,2,3,1,6,51.41,94.941002,2,06037115301
2018,6037115301,2,3,3,4,51.41,94.941002,1,06037115301
2018,6037115301,2,3,1,5,51.41,94.941002,3,06037115301
2018,6037115301,2,3,1,6,51.41,94.941002,3,06037115301
2018,6037121900,2,3,3,2,14.650002,59.598,3,06037121900
2018,6037121900,2,3,3,2,14.650002,59.598,3,06037121900
2018,6037127103,2,3,3,1,17.889999,38.807999,2,06037127103
2018,6037127103,2,3,3,2,17.889999,38.807999,3,06037127103
2018,6037127103,2,3,3,2,17.889999,38.807999,2,06037127103
2018,6037127103,2,3,3,4,17.889999,38.807999,2,06037127103
2018,6037127103,2,3,3,1,17.889999,38.807999,3,06037127103
2018,6037132102,2,3,3,4,34.339996,64.448997,3,06037132102
2018,6037132102,2,3,3,4,34.339996,64.448997,3,06037132102
2018,6037132102,2,3,3,2,34.339996,64.448997,3,06037132102
2018,6037132502,2,3,3,4,33.470001,56.132999,2,06037132502
2018,6037138000,2,3,1,4,80.220001,137.907,2,06037138000
2018,6037181400,2,3,1,3,26.089996,77.615997,3,06037181400
2018,6037181400,2,3,4,3,26.089996,77.615997,3,06037181400
2018,6037181400,2,4,1,2,26.089996,77.615997,3,06037181400
2018,6037181400,2,3,3,3,26.089996,77.615997,2,06037181400
2018,6037181400,2,3,3,5,26.089996,77.615997,3,06037181400
2018,6037181400,2,3,3,5,26.089996,77.615997,3,06037181400
2018,6037186302,1,1,1,3,23.940002,66.528,1,06037186302
2018,6037220000,2,3,2,2,5.9599991,49.896004,3,06037220000
2018,6037261102,1,1,2,5,77.620003,198.89099,3,06037261102
2018,6037262704,2,3,1,3,78.949997,164.93401,2,06037262704
2018,6037262704,1,1,1,7,78.949997,164.93401,1,06037262704
2018,6037262704,2,3,4,3,78.949997,164.93401,2,06037262704
2018,6037262704,2,3,1,2,78.949997,164.93401,3,06037262704
2018,6037262704,1,1,1,5,78.949997,164.93401,1,06037262704
2018,6037262704,1,2,3,3,78.949997,164.93401,3,06037262704
2018,6037262704,2,3,1,5,78.949997,164.93401,3,06037262704
2018,6037262704,2,3,1,3,78.949997,164.93401,3,06037262704
2018,6037262704,1,1,1,4,78.949997,164.93401,2,06037262704
2018,6037262704,1,1,2,3,78.949997,164.93401,2,06037262704
2018,6037262704,2,3,1,1,78.949997,164.93401,3,06037262704
2018,6037262704,2,3,1,5,78.949997,164.93401,1,06037262704
2018,6037262704,2,3,1,3,78.949997,164.93401,2,06037262704
2018,6037262704,2,3,1,3,78.949997,164.93401,3,06037262704
2018,6037262704,2,3,1,5,78.949997,164.93401,3,06037262704
2018,6037292000,2,3,3,2,10.68,41.580002,3,06037292000
2018,6037293201,2,3,1,4,15.480003,65.141998,2,06037293201
2018,6037293302,2,3,4,5,20.260002,74.151001,3,06037293302
2018,6037293306,2,3,1,6,36.25,87.318001,2,06037293306
2018,6037293306,2,3,1,4,36.25,87.318001,2,06037293306
2018,6037293306,2,3,3,5,36.25,87.318001,3,06037293306
2018,6037293306,2,3,2,6,36.25,87.318001,2,06037293306
2018,6037293306,2,3,1,3,36.25,87.318001,3,06037293306
2018,6037293306,2,3,3,4,36.25,87.318001,2,06037293306
2018,6037293306,2,3,3,5,36.25,87.318001,1,06037293306
2018,6037293306,2,3,1,3,36.25,87.318001,3,06037293306
2018,6037294410,2,3,3,5,16.989998,46.431,2,06037294410
2018,6037294410,2,3,3,3,16.989998,46.431,3,06037294410
2018,6037294410,2,3,1,2,16.989998,46.431,2,06037294410
2018,6037294410,2,3,3,3,16.989998,46.431,3,06037294410
2018,6037294410,2,3,3,5,16.989998,46.431,3,06037294410
2018,6037294410,2,3,3,4,16.989998,46.431,2,06037294410
2018,6037294410,2,3,3,4,16.989998,46.431,2,06037294410
2018,6037294410,2,3,1,4,16.989998,46.431,2,06037294410
2018,6037294510,2,1,3,3,6.1600037,43.659,3,06037294510
2018,6037294510,2,2,3,3,6.1600037,43.659,2,06037294510
2018,6037297400,2,3,2,5,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,1,6,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,1,7,62.830002,117.81001,3,06037297400
2018,6037297400,2,3,3,5,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,1,6,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,4,5,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,2,5,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,1,6,62.830002,117.81001,2,06037297400
2018,6037297400,1,1,1,6,62.830002,117.81001,3,06037297400
2018,6037297400,2,3,1,5,62.830002,117.81001,3,06037297400
2018,6037297400,2,3,1,6,62.830002,117.81001,2,06037297400
2018,6037297400,2,3,1,6,62.830002,117.81001,2,06037297400
2018,6037400207,2,3,3,6,68.209999,134.442,2,06037400207
2018,6037400603,2,3,3,2,23.029999,90.089996,3,06037400603
2018,6037400800,2,3,3,4,56,95.634003,3,06037400800
2018,6037400800,2,3,3,5,56,95.634003,3,06037400800
2018,6037400800,2,3,1,4,56,95.634003,2,06037400800
2018,6037400800,2,3,1,5,56,95.634003,2,06037400800
2018,6037400800,2,3,1,5,56,95.634003,2,06037400800
2018,6037400800,2,3,3,5,56,95.634003,2,06037400800
2018,6037400800,2,3,1,5,56,95.634003,2,06037400800
2018,6037400800,2,3,4,6,56,95.634003,2,06037400800
2018,6037400800,2,1,1,5,56,95.634003,2,06037400800
2018,6037400800,2,3,1,5,56,95.634003,3,06037400800
2018,6037400900,2,3,1,6,43.990002,82.467003,2,06037400900
2018,6037401102,2,3,3,5,51.630001,66.528,2,06037401102
2018,6037401102,2,3,1,5,51.630001,66.528,2,06037401102
2018,6037401102,2,3,1,6,51.630001,66.528,3,06037401102
2018,6037401102,2,3,1,5,51.630001,66.528,2,06037401102
2018,6037401102,2,3,3,4,51.630001,66.528,2,06037401102
2018,6037401203,2,3,3,3,42.860001,88.011002,3,06037401203
2018,6037401203,2,3,1,3,42.860001,88.011002,2,06037401203
2018,6037401203,2,3,1,2,42.860001,88.011002,3,06037401203
2018,6037401203,2,3,1,4,42.860001,88.011002,3,06037401203
2018,6037401203,2,3,1,2,42.860001,88.011002,3,06037401203
2018,6037401203,2,3,3,4,42.860001,88.011002,3,06037401203
2018,6037401312,2,3,1,4,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,2,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,7,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,1,5,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,1,4,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,1,5,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,6,47.869999,90.782997,1,06037401312
2018,6037401312,2,3,3,5,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,5,47.869999,90.782997,3,06037401312
2018,6037401312,1,1,3,3,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,6,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,3,3,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,2,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,6,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,4,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,4,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,1,3,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,3,2,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,3,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,6,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,1,3,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,3,3,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,1,5,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,1,6,47.869999,90.782997,2,06037401312
2018,6037401312,2,3,3,6,47.869999,90.782997,3,06037401312
2018,6037401312,2,3,3,2,47.869999,90.782997,2,06037401312
2018,6037401312,2,1,1,5,47.869999,90.782997,2,06037401312
2018,6037401500,2,3,3,4,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,2,4,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,1,5,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,3,2,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,2,3,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,2,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,4,3,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,2,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,3,4,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,1,5,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,4,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,4,5,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,4,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,4,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,1,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,1,6,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,3,2,41.110001,76.230003,3,06037401500
2018,6037401500,2,3,3,4,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,4,5,41.110001,76.230003,2,06037401500
2018,6037401500,2,3,3,1,41.110001,76.230003,3,06037401500
2018,6037401601,2,3,3,7,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,3,5,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,1,6,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,3,6,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,1,5,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,3,6,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,3,5,49.950001,85.931999,2,06037401601
2018,6037401601,1,1,3,3,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,3,3,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,1,5,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,3,7,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,1,5,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,3,5,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,3,5,49.950001,85.931999,2,06037401601
2018,6037401601,2,3,1,7,49.950001,85.931999,3,06037401601
2018,6037401601,2,3,1,5,49.950001,85.931999,3,06037401601
2018,6037401602,2,3,1,3,42.27,77.615997,3,06037401602
2018,6037401602,2,3,3,4,42.27,77.615997,3,06037401602
2018,6037401603,2,3,3,4,72.339996,98.405998,2,06037401603
2018,6037401603,2,3,1,5,72.339996,98.405998,3,06037401603
2018,6037401603,2,3,3,6,72.339996,98.405998,2,06037401603
2018,6037401603,2,3,1,5,72.339996,98.405998,1,06037401603
2018,6037401603,2,3,1,6,72.339996,98.405998,2,06037401603
2018,6037401701,2,3,1,3,60,109.494,2,06037401701
2018,6037401701,2,3,3,3,60,109.494,3,06037401701
2018,6037401701,2,3,3,2,60,109.494,3,06037401701
2018,6037401701,2,3,3,2,60,109.494,2,06037401701
2018,6037401701,2,3,3,4,60,109.494,2,06037401701
2018,6037401701,2,3,3,3,60,109.494,3,06037401701
2018,6037401701,2,3,3,2,60,109.494,3,06037401701
2018,6037401701,2,3,3,2,60,109.494,3,06037401701
2018,6037401701,2,3,2,3,60,109.494,3,06037401701
2018,6037401701,2,3,1,3,60,109.494,3,06037401701
2018,6037401701,2,3,1,7,60,109.494,3,06037401701
2018,6037401701,2,3,3,3,60,109.494,3,06037401701
2018,6037401701,2,3,1,5,60,109.494,3,06037401701
2018,6037401701,2,3,3,4,60,109.494,3,06037401701
2018,6037401701,2,3,2,3,60,109.494,2,06037401701
2018,6037401701,2,3,1,7,60,109.494,2,06037401701
2018,6037401701,2,3,3,3,60,109.494,3,06037401701
2018,6037402403,2,3,3,2,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,1,4,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,3,3,21.580002,69.300003,3,06037402403
2018,6037402403,2,3,3,2,21.580002,69.300003,3,06037402403
2018,6037402403,2,3,3,2,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,3,3,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,3,2,21.580002,69.300003,3,06037402403
2018,6037402403,2,3,3,2,21.580002,69.300003,3,06037402403
2018,6037402403,2,3,4,3,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,1,4,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,3,2,21.580002,69.300003,2,06037402403
2018,6037402403,2,3,3,4,21.580002,69.300003,3,06037402403
2018,6037402406,1,1,4,5,2.75,45.738003,1,06037402406
2018,6037402501,2,3,1,2,3.8199997,41.580002,2,06037402501
2018,6037402501,2,3,3,2,3.8199997,41.580002,3,06037402501
2018,6037403000,2,3,3,4,10.470001,54.053997,3,06037403000
2018,6037403000,2,3,3,1,10.470001,54.053997,3,06037403000
2018,6037403000,2,3,3,3,10.470001,54.053997,3,06037403000
2018,6037403000,2,3,3,6,10.470001,54.053997,2,06037403000
2018,6037403000,2,3,3,4,10.470001,54.053997,3,06037403000
2018,6037403000,2,3,3,3,10.470001,54.053997,3,06037403000
2018,6037403000,2,3,3,3,10.470001,54.053997,2,06037403000
